eventID;ISO
114128;ARM
114129;KEN
114130;PAK
114131;PAK
114132;PHL
114133;PAK
114134;AFG
114135;MEX
128766;NGA
128767;LBY
128768;LBY
128769;IRQ
128760;IRQ
128761;IRQ
128762;IRQ
128763;LBN
128764;AFG
128765;YEM
114114;NGA
114115;NGA
114116;AFG
114117;AFG
114118;AFG
114119;PAK
114120;PAK
114121;MLI
114122;COL
114123;IND
114124;LBY
128755;THA
128756;IND
128757;NGA
128758;IRQ
128759;YEM
153670;AFG
153671;PHL
36360;CHL
153672;PAK
36361;CHL
153673;PHL
36362;FRA
153674;IRQ
36363;PER
153675;IRQ
36364;PER
61320;GTM
153676;IRQ
36365;ZAF
61321;IND
153677;IRQ
61322;TWN
153678;IRQ
61323;COL
153679;TUR
61324;FRA
61325;FRA
61326;CIV
61327;PAK
61328;ZAF
61329;EGY
61319;GRC
114073;PAK
114074;AFG
114075;IRQ
114076;PAK
75970;IRQ
114077;AFG
75971;USA
114078;BGD
75972;IRQ
114079;PAK
75973;IRQ
36366;COL
75974;IRQ
36367;CHL
75975;IRQ
36368;SLV
75976;IRQ
36369;PER
75977;IND
75978;PSE
75979;DZA
114070;SOM
114071;PAK
114072;PAK
153680;PAK
153660;TUR
153661;TUR
36350;GBR
153662;TUR
36351;PER
153663;TUR
36352;PER
61330;GTM
153664;USA
36353;SLV
61331;MEX
153665;LBY
36354;SLV
61332;PHL
153666;SWE
61333;COL
114059;PAK
153667;SOM
61334;COL
153668;BDI
61335;FRA
153669;PAK
61336;FRA
61337;FRA
61338;FRA
61339;FRA
114062;SYR
114063;PAK
114064;SOM
114065;YEM
114066;PAK
75960;FRA
114067;AFG
75961;ITA
114068;YEM
75962;NPL
114069;SOM
36355;CHL
75963;DZA
36356;CHL
75964;IND
36357;CHL
75965;IND
36358;CHL
75966;IND
36359;CHL
75967;COL
75968;COL
75969;COL
114060;PAK
114061;PAK
128692;IRQ
153692;TUR
128693;YEM
153693;EGY
128694;PAK
153694;EGY
128695;ISR
153695;SDN
36340;SLV
61340;FRA
128696;ISR
153696;PAK
36341;SLV
61341;FRA
128697;PAK
153697;LBY
36342;NIC
61342;FRA
128698;PAK
153698;LBY
36343;PHL
61343;FRA
128699;SYR
153699;LBY
61344;FRA
114048;PAK
61345;FRA
114049;BGD
61346;FRA
61347;FRA
61348;FRA
61349;FRA
128690;IRQ
128691;IRQ
114051;BGD
114052;BGD
75990;IND
114053;BGD
75991;IND
114054;BGD
75992;ITA
114055;BGD
75993;IND
114056;BGD
75994;BDI
114057;GBR
75995;AFG
114058;LBY
36344;PHL
75996;COD
128689;IRQ
36345;LKA
75997;IND
36346;SLV
75998;GRC
36347;IND
75999;GRC
36348;GBR
36349;GTM
114050;BGD
128681;AFG
153681;NGA
128682;PAK
153682;NGA
128683;IRQ
153683;NGA
61350;FRA
128684;IRQ
153684;PSE
61351;FRA
128685;IRQ
153685;IND
36330;SLV
61352;FRA
128686;IRQ
153686;TUR
36331;SLV
61353;FRA
128687;IRQ
153687;TUR
36332;PER
61354;FRA
128688;IRQ
153688;TUR
61355;FRA
114037;IRQ
153689;AFG
61356;FRA
114038;IRQ
61357;FRA
114039;PAK
61358;FRA
61359;FRA
128680;LBY
114040;KEN
114041;COL
114042;PAK
75980;LAO
114043;PHL
75981;IRQ
114044;PHL
75982;AFG
114045;PAK
75983;AFG
114046;BGD
75984;BDI
114047;PAK
36333;PER
75985;IDN
128678;IRQ
36334;PER
75986;NPL
128679;IRQ
36335;ZAF
75987;PSE
36336;SLV
75988;IRQ
36337;HND
75989;IRQ
36338;SLV
36339;PER
153690;SOM
153691;AFG
61360;FRA
61361;FRA
61362;FRA
153630;SWE
61363;FRA
153631;PHL
36320;PER
61364;FRA
153632;PHL
36321;ESP
61365;FRA
153633;IRQ
61366;FRA
153634;IRQ
61367;FRA
153635;IRQ
61368;FRA
153636;IRQ
61369;FRA
153637;IRQ
153638;UKR
153639;IND
36322;LKA
36323;COL
36324;COL
36325;SLV
36326;IND
36327;PER
36328;PER
36329;PHL
61370;FRA
61371;FRA
61372;FRA
61373;FRA
61374;FRA
153620;PAK
61375;FRA
153621;PAK
36310;COL
61376;FRA
153622;PAK
61377;FRA
153623;IND
61378;FRA
153624;SOM
61379;FRA
153625;BDI
153626;AFG
153627;SOM
153628;PAK
153629;COD
36319;SLV
36311;COL
36312;COL
36313;GBR
36314;PER
36315;PER
36316;COL
36317;SLV
36318;SLV
61380;FRA
61381;FRA
61382;FRA
153650;PHL
61383;FRA
153651;AFG
61384;HTI
153652;THA
61385;IDN
153653;IND
61386;FRA
153654;AFG
61387;PAK
153655;AFG
61388;PAK
153656;AFG
61389;PAK
153657;TUR
153658;TUR
153659;TUR
36308;LBN
114095;TUR
36309;COL
114096;COL
114097;YEM
114098;PAK
114099;PAK
36300;IND
36301;PER
36302;PER
36303;MMR
114090;NGA
36304;GBR
114091;PAK
36305;COL
114092;AFG
36306;COL
114093;AFG
36307;IND
114094;AFG
61391;PAK
61392;PAK
61393;PAK
61394;RUS
153640;IRQ
61395;TUR
153641;IRQ
61396;DZA
153642;IRQ
61397;KHM
153643;IRQ
61398;GHA
153644;TUN
61399;IDN
153645;PHL
153646;NGA
153647;NGA
153648;IND
153649;IND
114084;THA
114085;THA
114086;THA
114087;PAK
114088;PAK
114089;BHR
114080;PAK
114081;IND
114082;GBR
61390;PAK
114083;GBR
75905;PSE
75906;ETH
75907;IRQ
75908;UGA
75909;USA
75910;PAK
75911;IRQ
75912;IND
75913;AFG
75914;AFG
75915;COL
3704;DEU
3705;GBR
3706;ITA
3707;GBR
3708;PHL
3709;TUR
75900;IRQ
3700;GBR
75901;USA
3701;USA
75902;IRQ
3702;USA
75903;YEM
3703;GBR
75904;AFG
75927;ITA
75928;ITA
75929;ITA
3715;GRC
3716;ITA
3717;FRA
3718;FRA
3719;ITA
75930;RUS
75931;PAK
75932;GEO
3710;GBR
75933;AFG
3711;GBR
75934;ISR
3712;GBR
75935;PAK
3713;IRN
75936;IRQ
3714;GRC
75937;IRQ
36391;TUR
75916;IRQ
36392;AFG
75917;IRQ
36393;MMR
75918;USA
36394;GBR
75919;USA
36395;GBR
36396;GBR
36397;GBR
36398;GBR
36390;SUR
3726;ITA
3727;ITA
3728;GBR
3729;ITA
36399;GBR
75920;IND
3720;ITA
75921;DZA
3721;ARG
75922;IND
3722;ITA
75923;HTI
3723;USA
75924;HTI
3724;USA
75925;HTI
3725;ITA
75926;HTI
36380;COL
75949;IRQ
36381;SLV
36382;LKA
36383;LKA
36384;LKA
36385;ITA
36386;PER
36387;ZMB
61300;RUS
61301;RUS
61302;LKA
61303;KHM
61304;COL
61305;FRA
61306;NLD
61307;NLD
3737;ITA
3738;GBR
3739;NAM
75950;ESP
75951;UGA
36388;SLV
75952;COL
3730;ITA
36389;SLV
75953;IRQ
3731;ITA
75954;COL
3732;ITA
75955;PSE
3733;ITA
75956;USA
3734;ITA
75957;COL
3735;ITA
75958;COL
3736;ITA
75959;COL
75938;COL
36370;ZAF
75939;ITA
36371;CHL
36372;CHL
36373;CHL
36374;CHL
36375;CHL
3750;FRA
36376;ESP
61310;USA
61311;FRA
61312;DEU
61313;DEU
61314;DEU
61315;DEU
61316;DEU
61317;DEU
61318;DEU
3748;USA
61308;NLD
3749;GBR
61309;LKA
75940;IRQ
3740;ESP
36377;ESP
75941;IRQ
3741;ESP
36378;CHL
75942;IRQ
3742;ESP
36379;SLV
75943;PSE
3743;ITA
75944;IRQ
3744;ITA
75945;FRA
3745;GRC
75946;FRA
3746;GRC
75947;COL
3747;PRT
75948;DZA
3760;ITA
3761;ARG
3759;ARG
3751;TUR
3752;TUR
3753;GBR
3754;GBR
3755;ITA
3756;ITA
3757;USA
3758;ITA
3770;ETH
3771;TUR
3772;ITA
3762;PSE
3763;ARG
3764;GBR
3765;CRI
3766;USA
3767;ITA
3768;GTM
3769;ETH
3780;USA
3781;ARG
3782;ISR
3783;ARG
3773;PRT
3774;CHL
3775;COL
3776;IRL
3777;USA
3778;USA
3779;USA
3790;TUR
3791;COL
3792;ITA
3793;USA
3794;COL
3784;ITA
3785;ARG
3786;ITA
3787;MEX
3788;ITA
3789;ITA
3795;GTM
3796;FRA
3797;FRA
3798;FRA
3799;FRA
128630;IRQ
128631;IRQ
128632;YEM
128633;NGA
36528;LKA
36529;LBN
36520;IND
128623;IRQ
36521;IND
128624;IRQ
36522;PER
128625;IRQ
36523;ZAF
128626;IRQ
36524;DNK
128627;IRQ
36525;NLD
128628;IRQ
36526;GBR
128629;IRQ
36527;ESP
128620;IRQ
128621;IRQ
128622;IRQ
36517;ESP
36518;LKA
36519;LKA
128612;AFG
36510;IND
128613;IRQ
36511;IND
128614;IRQ
36512;IND
128615;IRQ
36513;LKA
128616;LBY
36514;LKA
128617;LBY
36515;MOZ
128618;IRQ
36516;LKA
128619;IRQ
128610;SOM
153610;AFG
128611;SOM
153611;AFG
153612;IRQ
153613;PAK
153614;PAK
153615;AFG
153616;AFG
153617;AFG
153618;AFG
153619;IND
36506;SLV
128609;PAK
36507;SLV
36508;SLV
36509;LKA
128601;AFG
128602;AFG
36500;GBR
128603;AFG
36501;SEN
128604;COL
36502;COL
128605;YEM
36503;COL
128606;YEM
36504;EGY
128607;AFG
36505;SLV
128608;AFG
128600;AFG
153600;IRQ
153601;IRQ
153602;IRQ
153603;IRQ
153604;IRQ
153605;IRQ
153606;IRQ
153607;AFG
153608;AFG
153609;AFG
128670;AFG
128671;AFG
128672;AFG
128673;AFG
128674;AFG
128675;YEM
128676;SOM
128677;PAK
114026;CAF
114027;YEM
114028;YEM
114029;YEM
114030;LBN
114031;IND
114032;IRQ
114033;IRQ
114034;IRQ
114035;IRQ
114036;IRQ
128667;IRQ
128668;SDN
128669;IND
128660;BDI
128661;PAK
128662;IRQ
128663;IRQ
128664;THA
128665;NGA
128666;LBY
114015;AFG
114016;PAK
114017;IRQ
114018;PAK
114019;IND
114020;AFG
114021;PSE
114022;PAK
114023;PSE
114024;PSE
114025;PSE
128656;NGA
128657;BGD
128658;IND
128659;BDI
128650;THA
128651;EGY
128652;EGY
128653;PSE
128654;PAK
128655;IDN
114004;DZA
114005;AFG
114006;NGA
114007;PHL
114008;GBR
114009;AFG
114010;PSE
114011;PSE
114012;PAK
114013;IND
114014;AFG
128645;IND
128646;SYR
128647;PAK
128648;LBN
128649;LBN
128640;PHL
128641;PAK
128642;AFG
128643;BHR
128644;IND
114000;PAK
114001;PAK
114002;PHL
114003;AFG
128634;NGA
128635;NGA
128636;NGA
128637;NGA
128638;PHL
128639;PHL
128593;IND
36480;SLV
128594;PHL
153550;AFG
36481;SLV
128595;PAK
153551;AFG
36482;SLV
128596;PAK
153552;UKR
36483;SLV
128597;COD
153553;AFG
36484;SLV
61440;COL
128598;IND
153554;SDN
36485;SLV
61441;FRA
128599;AFG
153555;IRQ
36486;BOL
61442;GTM
153556;NGA
61443;GTM
153557;PAK
61444;TUR
153558;PAK
61445;MEX
153559;PHL
61446;NGA
61447;RUS
61448;ESP
128590;ZAF
61449;BHR
128591;YEM
128592;PHL
36487;COL
36488;SLV
36489;LBN
10;USA
11;USA
128582;IRQ
12;USA
128583;IRQ
13;ITA
36470;SLV
128584;PAK
153540;AFG
14;USA
36471;IRN
128585;LBN
153541;AFG
15;USA
36472;PAK
61450;BGD
128586;THA
153542;AFG
16;DEU
36473;PHL
61451;BGD
128587;IND
153543;AFG
17;ETH
36474;BEL
61452;BGD
128588;LBY
153544;AFG
18;USA
36475;CHL
61453;COL
128589;EGY
153545;AFG
19;USA
61454;NGA
153546;AFG
61455;PAK
153547;AFG
61456;PAK
153548;AFG
61457;ALB
153549;AFG
61458;COL
61459;ETH
128580;IRQ
128581;IRQ
36476;SLV
128579;IRQ
36477;SLV
36478;SLV
36479;SLV
20;USA
21;USA
22;URY
128571;SOM
153571;TUR
23;USA
128572;SOM
153572;TUR
24;USA
128573;THA
153573;TUR
25;USA
36460;GRC
61460;DEU
128574;LBY
153574;IRQ
26;GTM
36461;LBN
61461;PAK
128575;YEM
153575;IRQ
27;PHL
36462;PER
61462;PSE
128576;YEM
153576;IRQ
28;VEN
36463;PHL
61463;COL
128577;PHL
153577;IRQ
29;USA
36464;COL
61464;IDN
128578;PHL
153578;TUR
61465;MMR
153579;IRQ
61466;PAK
61467;PAK
61468;PAK
61469;PAK
128570;SOM
36465;COL
128568;SOM
36466;COL
128569;SOM
36467;SLV
36468;SLV
36469;SLV
30;USA
31;USA
153580;IRQ
32;USA
153581;AFG
33;USA
128560;YEM
153560;PHL
34;USA
128561;COL
153561;IND
35;DEU
61470;PAK
128562;AFG
153562;AFG
36;USA
61471;PAK
128563;PAK
153563;PHL
37;USA
36450;CHL
61472;PHL
128564;PAK
153564;THA
38;USA
36451;CHL
61473;USA
128565;PAK
153565;BGD
39;USA
36452;CHL
61474;DZA
128566;CAF
153566;PAK
36453;CHL
61475;DZA
128567;NGA
153567;LBY
61476;IND
153568;IRQ
61477;JPN
153569;TUR
61478;MDA
61479;TJK
36454;CHL
128557;PHL
36455;CHL
128558;PHL
36456;CHL
128559;PHL
36457;GRC
40;PHL
36458;GRC
41;USA
36459;GRC
42;USA
43;USA
153570;TUR
44;USA
45;USA
61480;BGR
46;USA
61481;FRA
47;USA
61482;IND
48;USA
61483;PAK
49;USA
36440;LKA
61484;LKA
153510;AFG
36441;LKA
61485;LKA
153511;AFG
36442;COL
61486;COL
153512;TUR
61487;COL
153513;TUR
61488;DEU
153514;TUR
61489;RUS
153515;TUR
153516;IRQ
153517;IRQ
153518;IRQ
153519;IRQ
36443;SLV
36444;SLV
36445;ZMB
50;USA
36446;ZAF
51;USA
36447;SLV
52;USA
36448;LBN
53;USA
36449;LBN
54;USA
55;USA
61490;LKA
56;USA
61491;USA
57;USA
61492;BGD
58;USA
61493;BGD
59;USA
61494;PAK
61495;PAK
36430;GRC
61496;PAK
153500;SAU
36431;GRC
61497;PAK
153501;MOZ
61498;PAK
153502;IND
61499;PAK
153503;IND
153504;SOM
153505;LBY
153506;EGY
153507;AFG
153508;AFG
153509;AFG
36432;GRC
36433;LBN
60;DEU
36434;LBN
61;USA
36435;PER
62;USA
36436;PER
63;DEU
36437;PER
64;USA
36438;ZAF
65;USA
36439;PHL
66;USA
67;USA
68;USA
69;USA
153530;SDN
153531;COD
153532;IND
153533;LBY
36420;LKA
153534;LBY
153535;AFG
153536;AFG
153537;TUR
153538;IRQ
153539;IRQ
36429;SLV
36421;GRC
70;USA
36422;GRC
71;USA
36423;GBR
72;USA
36424;COL
73;USA
36425;PHL
74;USA
36426;PER
75;USA
36427;SLV
76;USA
36428;SLV
77;USA
78;USA
79;USA
153520;PAK
153521;CMR
153522;IND
153523;GBR
153524;CAF
153525;IND
153526;SYR
153527;SYR
153528;SYR
153529;SDN
36418;PER
36419;LKA
80;DEU
36410;LKA
81;CHE
36411;LKA
82;USA
36412;COL
83;USA
36413;COL
84;USA
36414;COL
85;USA
36415;LKA
86;USA
36416;SLV
87;USA
36417;SLV
88;USA
89;USA
90;USA
91;USA
92;USA
93;USA
94;USA
95;USA
96;JOR
97;PHL
98;ITA
99;USA
3803;FRA
3804;DEU
3805;ITA
3806;ITA
3807;ITA
3808;ITA
3809;ESP
3800;FRA
3801;ITA
3802;ITA
3814;FRA
3815;DEU
3816;ITA
3817;ITA
3818;ITA
3819;ITA
3810;USA
3811;GBR
3812;USA
3813;USA
3825;ITA
3826;ITA
3827;GBR
3828;GBR
3829;GBR
3820;ITA
3821;USA
3822;GTM
3823;DEU
3824;DEU
153593;AFG
153594;AFG
153595;ISR
153596;PAK
153597;AFG
153598;TUR
153599;IRQ
61400;PAK
61401;RUS
61402;FRA
61403;DEU
61404;IRQ
61405;IRQ
61406;PAK
3836;ARG
3837;FRA
3838;FRA
3839;FRA
3830;GBR
3831;GBR
3832;GBR
3833;USA
3834;USA
3835;USA
153582;IND
153583;IRQ
153584;IRQ
153585;MDV
153586;IND
153587;CAF
153588;UZB
153589;PHL
61410;FRA
61411;FRA
61412;DEU
61413;PNG
61414;PNG
61415;PNG
61416;EGY
61417;USA
3847;ITA
61407;LKA
3848;BEL
61408;THA
3849;ITA
61409;BGR
3840;FRA
3841;FRA
3842;DEU
3843;DEU
3844;DEU
153590;IND
3845;GBR
153591;EGY
3846;GBR
153592;PAK
3860;ITA
61420;DZA
61421;AGO
61422;COL
61423;COL
61424;PER
61425;FRA
61426;FRA
61427;PAK
61428;PSE
3858;IND
61418;LBN
3859;ITA
61419;MDA
3850;GBR
3851;PHL
3852;GBR
3853;PHL
3854;MEX
3855;ESP
3856;ESP
3857;GBR
36490;TUR
36491;BOL
36492;SLV
36493;SLV
36494;ISR
36495;PER
3870;CRI
36496;ZAF
61430;GTM
3871;ITA
36497;MMR
61431;BRA
61432;PAK
61433;PAK
61434;PAK
61435;PAK
61436;PAK
61437;PAK
61438;PSE
61439;TUR
3869;GBR
61429;DZA
3861;ITA
36498;EGY
3862;ESP
36499;SLV
3863;FRA
3864;GRC
3865;MEX
3866;GBR
3867;CHE
3868;CHE
3880;ESP
3881;FRA
3882;DEU
128906;SOM
128907;SOM
128908;SOM
128909;SOM
3872;COL
3873;GBR
3874;ARG
128900;IRQ
3875;DEU
128901;IRQ
3876;DEU
128902;IRQ
3877;DEU
128903;AFG
3878;DEU
128904;AFG
3879;USA
128905;SOM
3890;GBR
3891;GBR
3892;PRT
3893;GBR
3883;ITA
3884;GBR
3885;GBR
3886;GBR
3887;DEU
3888;MEX
3889;FRA
3894;GBR
3895;GBR
3896;GBR
3897;GBR
3898;DEU
3899;GBR
114309;MLI
128950;IRQ
128951;SOM
128952;SOM
114301;IND
114302;NGA
114303;PAK
114304;PAK
114305;PAK
114306;PAK
114307;IRQ
114308;PAK
114310;MLI
114311;IRQ
128942;IRQ
128943;IRQ
128944;IRQ
128945;IRQ
128946;IRQ
128947;IRQ
128948;AFG
128949;IRQ
128940;IRQ
128941;SOM
128939;IRQ
114300;LBY
128931;LBN
128932;SDN
128933;THA
128934;PAK
128935;AFG
128936;YEM
128937;IRQ
128938;IRQ
128930;LBN
128928;LBN
128929;LBN
128920;PAK
128921;PAK
128922;PAK
128923;THA
128924;THA
128925;LBY
128926;SOM
128927;THA
128917;SYR
128918;COL
128919;PAK
128910;SOM
128911;IRQ
128912;PAK
128913;KEN
128914;LBN
128915;CHN
128916;LBN
128990;SDN
128991;SDN
128992;SDN
128993;SDN
128994;USA
153950;IRQ
128995;THA
153951;IRQ
36640;GBR
128996;LBY
153952;ISR
114345;IND
153953;ISR
114346;IND
153954;PSE
114347;IND
153955;ISR
114348;AFG
153956;IND
114349;YEM
153957;IND
153958;PHL
153959;IND
36649;GBR
114350;SOM
114351;THA
114352;IND
114353;PAK
114354;SOM
114355;PAK
36641;GBR
128986;SDN
36642;GBR
128987;SDN
36643;GBR
128988;SDN
36644;GBR
128989;SDN
36645;GBR
36646;COL
36647;PER
36648;GBR
22008;COL
22009;IND
128980;SDN
128981;ISR
128982;JPN
128983;SDN
128984;SDN
153940;AFG
128985;SDN
153941;IND
22000;PHL
114334;IRQ
153942;IDN
22001;COL
114335;IRQ
153943;MMR
22002;ARG
114336;AFG
153944;TUN
22003;PER
114337;IRQ
153945;THA
22004;ZAF
114338;THA
153946;THA
22005;ZAF
114339;PAK
153947;THA
22006;COL
153948;AFG
22007;CYP
153949;IRQ
36638;ESP
36639;LKA
114340;PAK
114341;PAK
114342;PAK
114343;IND
114344;IND
36630;LKA
128975;AFG
36631;LKA
128976;IRQ
36632;LKA
128977;LBN
36633;LKA
128978;LBN
36634;FRA
128979;ALB
36635;GBR
36636;GBR
36637;GBR
128970;THA
153970;PAK
128971;THA
153971;ISR
128972;THA
153972;SOM
128973;THA
153973;NPL
128974;UKR
153974;AFG
114323;PAK
153975;EGY
114324;IND
153976;BDI
114325;THA
153977;SYR
114326;IRQ
153978;YEM
114327;PAK
153979;YEM
114328;PAK
114329;MLI
36627;LKA
36628;LKA
36629;LKA
114330;IDN
114331;IDN
114332;IRQ
114333;IRQ
128964;GBR
36620;SLV
128965;UKR
36621;SLV
128966;IND
36622;SLV
128967;IND
36623;LKA
128968;IRQ
36624;LKA
128969;IRQ
36625;LKA
36626;LKA
128960;LBY
153960;TUR
128961;IRQ
153961;TUR
128962;MYS
153962;SOM
128963;PAK
153963;RUS
114312;IRQ
153964;SYR
114313;IRL
153965;AFG
114314;SEN
153966;IRQ
114315;AFG
153967;IRQ
114316;AFG
153968;PAK
114317;GBR
153969;PAK
114318;GBR
114319;YEM
36616;CHL
36617;GBR
36618;ESP
36619;LKA
114320;THA
114321;GBR
114322;IND
128953;SOM
128954;SOM
36610;LKA
128955;IRQ
36611;LKA
128956;PAK
36612;LKA
128957;PAK
36613;LKA
128958;IND
36614;LKA
128959;IND
36615;SLV
114389;SYR
153910;ISR
153911;ISR
153912;PSE
153913;ISR
153914;PSE
153915;PHL
153916;PHL
36605;LBN
114392;COL
153917;GBR
36606;SLV
114393;SOM
153918;LBY
36607;GBR
114394;NGA
153919;LBY
36608;PER
114395;NGA
36609;PER
114396;NGA
114397;IND
114398;GRC
114399;SOM
36600;SLV
36601;ZAF
36602;ZAF
36603;LKA
114390;PAK
36604;LBN
114391;PAK
114378;AFG
114379;IND
153900;PHL
153901;PHL
153902;NGA
153903;NGA
153904;NGA
153905;NGA
114381;THA
153906;NGA
114382;PAK
153907;NGA
114383;IRQ
153908;NGA
114384;RUS
153909;PSE
114385;RUS
114386;RUS
114387;COL
114388;PAK
114380;PAK
153930;TUR
114367;PHL
153931;TUR
114368;PAK
153932;IND
114369;IRL
153933;PAK
153934;AFG
153935;LBN
153936;AFG
153937;FIN
153938;PSE
114370;PAK
153939;AFG
114371;PAK
114372;YEM
114373;PAK
114374;BGD
114375;IRQ
114376;IND
114377;PAK
114356;COL
153920;LBY
114357;IRQ
153921;LBY
114358;TUR
153922;SOM
114359;SYR
153923;SOM
153924;AFG
153925;UKR
153926;UKR
153927;AFG
153928;TUR
114360;SYR
153929;TUR
114361;IRQ
114362;AFG
114363;IRQ
114364;IRQ
114365;IRQ
114366;SYR
128997;LBY
128998;LBY
128999;COL
61560;ETH
61561;MEX
61562;PAK
61563;PAK
61564;PAK
61565;PAK
61566;PAK
61567;PNG
61568;RWA
61569;BGD
36590;SLV
36591;SLV
36592;SLV
61570;FRA
36593;LKA
61571;FRA
36594;ZAF
61572;PAK
36595;ZAF
61573;PAK
36596;ZAF
61574;BGD
61575;GTM
61576;ISR
61577;RUS
61578;DZA
61579;BGD
36597;CHL
36598;CHL
36599;COL
36580;SLV
61580;BGD
36581;SLV
61581;BGD
36582;GBR
61582;BGD
36583;ZAF
61583;COL
36584;ZAF
61584;EGY
36585;ZAF
61585;NIC
61586;ESP
61587;EGY
61588;ZAF
61589;BGD
114293;IRQ
114294;MLI
114295;PAK
114296;AFG
114297;IRQ
114298;PAK
114299;YEM
36586;COL
36587;SLV
36588;SLV
36589;SLV
114290;IRQ
114291;IRQ
114292;IRQ
61590;BGD
61591;BGD
36570;CHL
61592;BGD
36571;CHL
61593;BGD
36572;ESP
61594;BGD
36573;CHL
61595;BGD
36574;CHL
61596;BGD
61597;BGD
114279;IRQ
61598;COL
61599;PER
114282;COL
114283;NGA
114284;SDN
114285;RUS
114286;PAK
114287;PAK
114288;PAK
114289;IRQ
36575;GBR
36576;CHL
36577;CHL
36578;SLV
36579;SLV
114280;IRQ
114281;NGA
153870;TUR
153871;IND
36560;COL
153872;IND
36561;PER
153873;LBY
36562;PER
153874;SOM
36563;LKA
153875;SOM
153876;AFG
153877;UKR
153878;AFG
153879;UKR
36564;GBR
36565;CHL
36566;CHL
36567;CHL
36568;CHL
36569;CHL
153860;IRQ
153861;IRQ
36550;CHL
153862;IRQ
36551;CHL
153863;THA
36552;CHL
153864;YEM
153865;YEM
153866;YEM
153867;YEM
153868;TUR
153869;TCD
36553;PRT
36554;ESP
36555;LKA
36556;LKA
36557;COL
36558;COL
36559;PER
153890;ZAF
153891;IRQ
153892;IRQ
153893;IRQ
153894;IRQ
153895;IRQ
36540;SLV
153896;IRQ
36541;LBN
153897;IRQ
153898;IRQ
153899;SOM
36542;PER
36543;PER
36544;CHL
36545;PER
36546;PER
36547;CHL
36548;CHL
36549;CHL
